tweet_id,in_reply_to_status_id,in_reply_to_user_id,timestamp,source,text,retweeted_status_id,retweeted_status_user_id,retweeted_status_timestamp,expanded_urls,rating_numerator,rating_denominator,name,jpg_url,img_num,favorite_count,retweet_count,breed,dog_stage
889665388333682689,,,2017-07-25 01:55:32,web,here's a puppo that seems to be on the fence about something haha no but seriously someone help her. 13/10 ,,,,https://twitter.com/dog_rates/status/889665388333682689/photo/1,13.0,10.0,,https://pbs.twimg.com/media/dfi579uwsaaatzw.jpg,1.0,38818,8538,pembroke,nonenonenonepuppo
889638837579907072,,,2017-07-25 00:10:02,web,this is ted. he does his best. sometimes that's not enough. but it's ok. 12/10 would assist ,,,,"https://twitter.com/dog_rates/status/889638837579907072/photo/1,https://twitter.com/dog_rates/status/889638837579907072/photo/1",12.0,10.0,ted,https://pbs.twimg.com/media/dfihzffxsaygdpr.jpg,1.0,27672,4735,french_bulldog,nonenonenonenone
889531135344209921,,,2017-07-24 17:02:04,web,this is stuart. he's sporting his favorite fanny pack. secretly filled with bones only. 13/10 puppared puppo #barkweek ,,,,https://twitter.com/dog_rates/status/889531135344209921/photo/1,13.0,10.0,stuart,https://pbs.twimg.com/media/dfg_2pvw0aehn3p.jpg,1.0,15359,2321,golden_retriever,nonenonenonepuppo
889278841981685760,,,2017-07-24 00:19:32,web,this is oliver. you're witnessing one of his many brutal attacks. seems to be playing with his victim. 13/10 fr*ckin frightening #barkweek ,,,,https://twitter.com/dog_rates/status/889278841981685760/video/1,13.0,10.0,oliver,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/vlbfb3v8h8vwzvny.jpg,1.0,25652,5637,whippet,nonenonenonenone
888917238123831296,,,2017-07-23 00:22:39,web,this is jim. he found a fren. taught him how to sit like the good boys. 12/10 for both ,,,,https://twitter.com/dog_rates/status/888917238123831296/photo/1,12.0,10.0,jim,https://pbs.twimg.com/media/dfyrgsouqaargho.jpg,1.0,29611,4709,golden_retriever,nonenonenonenone
888804989199671297,,,2017-07-22 16:56:37,web,this is zeke. he has a new stick. very proud of it. would like you to throw it for him without taking it. 13/10 would do my best ,,,,"https://twitter.com/dog_rates/status/888804989199671297/photo/1,https://twitter.com/dog_rates/status/888804989199671297/photo/1",13.0,10.0,zeke,https://pbs.twimg.com/media/dfwra-3vyaa2pig.jpg,1.0,26080,4559,golden_retriever,nonenonenonenone
888554962724278272,,,2017-07-22 00:23:06,web,this is ralphus. he's powering up. attempting maximum borkdrive. 13/10 inspirational af ,,,,"https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1",13.0,10.0,ralphus,https://pbs.twimg.com/media/dfth_o-uqaacu20.jpg,3.0,20290,3732,siberian_husky,nonenonenonenone
888078434458587136,,,2017-07-20 16:49:33,web,this is gerald. he was just told he didn't get the job he interviewed for. a h*ckin injustice. 12/10 didn't want the job anyway ,,,,"https://twitter.com/dog_rates/status/888078434458587136/photo/1,https://twitter.com/dog_rates/status/888078434458587136/photo/1",12.0,10.0,gerald,https://pbs.twimg.com/media/dfmwn56wsaaka7b.jpg,1.0,22201,3653,french_bulldog,nonenonenonenone
887705289381826560,,,2017-07-19 16:06:48,web,this is jeffrey. he has a monopoly on the pool noodles. currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic ,,,,https://twitter.com/dog_rates/status/887705289381826560/photo/1,13.0,10.0,jeffrey,https://pbs.twimg.com/media/dfhdqbbxgaeqy7t.jpg,1.0,30779,5609,basset,nonenonenonenone
887473957103951883,,,2017-07-19 00:47:34,web,this is canela. she attempted some fancy porch pics. they were unsuccessful. 13/10 someone help her ,,,,"https://twitter.com/dog_rates/status/887473957103951883/photo/1,https://twitter.com/dog_rates/status/887473957103951883/photo/1",13.0,10.0,canela,https://pbs.twimg.com/media/dfdw2tyuqaaafke.jpg,2.0,69871,18781,pembroke,nonenonenonenone
887343217045368832,,,2017-07-18 16:08:03,web,you may not have known you needed to see this today. 13/10 please enjoy (ig: emmylouroo) ,,,,https://twitter.com/dog_rates/status/887343217045368832/video/1,13.0,10.0,,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6hsufrw1lzi_9mht.jpg,1.0,34222,10737,mexican_hairless,nonenonenonenone
887101392804085760,,,2017-07-18 00:07:08,web,this... is a jubilant antarctic house bear. we only rate dogs. please only send dogs. thank you... 12/10 would suffocate in floof ,,,,https://twitter.com/dog_rates/status/887101392804085760/photo/1,12.0,10.0,,https://pbs.twimg.com/media/de-eaq6uwaa-jae.jpg,1.0,31061,6167,samoyed,nonenonenonenone
886983233522544640,,,2017-07-17 16:17:36,web,this is maya. she's very shy. rarely leaves her cup. 13/10 would find her an environment to thrive in ,,,,"https://twitter.com/dog_rates/status/886983233522544640/photo/1,https://twitter.com/dog_rates/status/886983233522544640/photo/1",13.0,10.0,maya,https://pbs.twimg.com/media/de8yicjw0aaavbj.jpg,2.0,35859,8084,chihuahua,nonenonenonenone
886736880519319552,,,2017-07-16 23:58:41,web,"this is mingus. he's a wonderful father to his smol pup. confirmed 13/10, but he needs your help

",,,,"https://www.gofundme.com/mingusneedsus,https://twitter.com/dog_rates/status/886736880519319552/photo/1,https://twitter.com/dog_rates/status/886736880519319552/photo/1",13.0,10.0,mingus,https://pbs.twimg.com/media/de5se8fxcaajfx4.jpg,1.0,12306,3443,kuvasz,nonenonenonenone
886366144734445568,,,2017-07-15 23:25:31,web,this is roscoe. another pupper fallen victim to spontaneous tongue ejections. get the blepipen immediate. 12/10 deep breaths roscoe ,,,,"https://twitter.com/dog_rates/status/886366144734445568/photo/1,https://twitter.com/dog_rates/status/886366144734445568/photo/1",12.0,10.0,roscoe,https://pbs.twimg.com/media/de0btnquwaapkeh.jpg,1.0,21524,3316,french_bulldog,nonenonepuppernone
886258384151887873,,,2017-07-15 16:17:19,web,this is waffles. his doggles are pupside down. unsure how to fix. 13/10 someone assist waffles ,,,,https://twitter.com/dog_rates/status/886258384151887873/photo/1,13.0,10.0,waffles,https://pbs.twimg.com/media/deyftg4umae4ae9.jpg,1.0,28469,6523,pug,nonenonenonenone
885984800019947520,,,2017-07-14 22:10:11,web,viewer discretion advised. this is jimbo. he will rip ur finger right h*ckin off. other dog clearly an accessory. 12/10 pls pet with caution ,,,,https://twitter.com/dog_rates/status/885984800019947520/photo/1,12.0,10.0,jimbo,https://pbs.twimg.com/media/deumewwv0aa-z61.jpg,1.0,33382,7097,blenheim_spaniel,nonenonenonenone
885528943205470208,,,2017-07-13 15:58:47,web,this is maisey. she fell asleep mid-excavation. happens to the best of us. 13/10 would pat noggin approvingly ,,,,https://twitter.com/dog_rates/status/885528943205470208/photo/1,13.0,10.0,maisey,https://pbs.twimg.com/media/deoh3yvxgaazqts.jpg,1.0,36689,6683,pug,nonenonenonenone
885167619883638784,,,2017-07-12 16:03:00,web,here we have a corgi undercover as a malamute. pawbably doing important investigative work. zero control over tongue happenings. 13/10 ,,,,"https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1",13.0,10.0,,https://pbs.twimg.com/media/dei_n9qxyaageew.jpg,4.0,22367,4556,malamute,nonenonenonenone
884925521741709313,,,2017-07-12 00:01:00,web,"this is earl. he found a hat. nervous about what you think of it. 12/10 it's delightful, earl ",,,,https://twitter.com/dog_rates/status/884925521741709313/photo/1,12.0,10.0,earl,https://pbs.twimg.com/media/defjeanxkaatplj.jpg,1.0,68152,16439,italian_greyhound,nonenonenonenone
884876753390489601,,,2017-07-11 20:47:12,web,this is lola. it's her first time outside. must test the earth and taste the atmosphere. 13/10 you're doing great lola ,,,,"https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1",13.0,10.0,lola,https://pbs.twimg.com/media/dee2tzxxkaawyx3.jpg,1.0,28514,6096,chow,nonenonenonenone
884562892145688576,,,2017-07-11 00:00:02,web,this is kevin. he's just so happy. 13/10 what is your secret kevin ,,,,https://twitter.com/dog_rates/status/884562892145688576/photo/1,13.0,10.0,kevin,https://pbs.twimg.com/media/deazqkfxuaec7qb.jpg,1.0,24765,5100,pug,nonenonenonenone
884441805382717440,,,2017-07-10 15:58:53,web,"i present to you, pup in hat. pup in hat is great for all occasions. extremely versatile. compact as h*ck. 14/10 (ig: itselizabethgales) ",,,,https://twitter.com/dog_rates/status/884441805382717440/photo/1,14.0,10.0,,https://pbs.twimg.com/media/deyrizwwsaa2wo5.jpg,1.0,27478,5856,pembroke,nonenonenonenone
884162670584377345,,,2017-07-09 21:29:42,web,meet yogi. he doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo ,,,,https://twitter.com/dog_rates/status/884162670584377345/photo/1,12.0,10.0,yogi,https://pbs.twimg.com/media/deutqbzw0autv_o.jpg,1.0,20771,3128,german_shepherd,doggononenonenone
883838122936631299,,,2017-07-09 00:00:04,web,this is noah. he can't believe someone made this mess. got the vacuum out for you though. offered to help clean pup. 12/10 super good boy ,,,,https://twitter.com/dog_rates/status/883838122936631299/photo/1,12.0,10.0,noah,https://pbs.twimg.com/media/deqgfgaxuaaevfi.jpg,1.0,22349,3586,doberman,nonenonenonenone
883482846933004288,,,2017-07-08 00:28:19,web,"this is bella. she hopes her smile made you smile. if not, she is also offering you her favorite monkey. 13.5/10 ",,,,"https://twitter.com/dog_rates/status/883482846933004288/photo/1,https://twitter.com/dog_rates/status/883482846933004288/photo/1",13.5,10.0,bella,https://pbs.twimg.com/media/delc9dzxuaadquk.jpg,1.0,46860,10407,golden_retriever,nonenonenonenone
883360690899218434,,,2017-07-07 16:22:55,web,meet grizzwald. he may be the floofiest floofer i ever did see. lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck ,,,,https://twitter.com/dog_rates/status/883360690899218434/photo/1,13.0,10.0,grizzwald,https://pbs.twimg.com/media/dejt3fexoaatwuy.jpg,1.0,22986,3825,chow,nonefloofernonenone
883117836046086144,,,2017-07-07 00:17:54,web,"please only send dogs. we don't rate mechanics, no matter how h*ckin good. thank you... 13/10 would sneak a pat ",,,,"https://twitter.com/dog_rates/status/883117836046086144/photo/1,https://twitter.com/dog_rates/status/883117836046086144/photo/1",13.0,10.0,,https://pbs.twimg.com/media/def2-_hxoaas62q.jpg,2.0,37914,6949,golden_retriever,nonenonenonenone
882992080364220416,,,2017-07-06 15:58:11,web,this is rusty. he wasn't ready for the first pic. clearly puppared for the second. 13/10 confirmed great boy ,,,,"https://twitter.com/dog_rates/status/882992080364220416/photo/1,https://twitter.com/dog_rates/status/882992080364220416/photo/1",13.0,10.0,rusty,https://pbs.twimg.com/media/deeeniqxyaaijh_.jpg,1.0,24445,4122,eskimo_dog,nonenonenonenone
882762694511734784,,,2017-07-06 00:46:41,web,this is gus. he's quite the cheeky pupper. already perfected the disinterested wink. 12/10 would let steal my girl ,,,,https://twitter.com/dog_rates/status/882762694511734784/photo/1,12.0,10.0,gus,https://pbs.twimg.com/media/deaz_hhxsaa-p_z.jpg,1.0,28903,5134,labrador_retriever,nonenonepuppernone
882627270321602560,,,2017-07-05 15:48:34,web,this is stanley. he has his first swim lesson today. doggle straps adjusted. ready to go. 13/10 phelps is nervous (ig: stanleythe_corgi) ,,,,https://twitter.com/dog_rates/status/882627270321602560/photo/1,13.0,10.0,stanley,https://pbs.twimg.com/media/dd-40x3waaajpu5.jpg,1.0,28382,6342,pembroke,nonenonenonenone
882268110199369728,,,2017-07-04 16:01:23,web,this is alfy. you're witnessing his first watermelon experience. i think it was a success. 13/10 happy 4th alfy 🇺🇸 ,,,,"https://twitter.com/dog_rates/status/882268110199369728/photo/1,https://twitter.com/dog_rates/status/882268110199369728/photo/1,https://twitter.com/dog_rates/status/882268110199369728/photo/1",13.0,10.0,alfy,https://pbs.twimg.com/media/dd5ykdpw0aarzx8.jpg,1.0,45880,12118,golden_retriever,nonenonenonenone
881906580714921986,,,2017-07-03 16:04:48,web,this is rey. he's a benebop cumberfloof. 12/10 dangerously pettable ,,,,https://twitter.com/dog_rates/status/881906580714921986/photo/1,12.0,10.0,rey,https://pbs.twimg.com/media/dd0pwm9xcaaesbl.jpg,1.0,24773,3533,weimaraner,nonenonenonenone
881666595344535552,,,2017-07-03 00:11:11,web,this is gary. he couldn't miss this puppertunity for a selfie. flawless focusing skills. 13/10 would boop intensely ,,,,https://twitter.com/dog_rates/status/881666595344535552/photo/1,13.0,10.0,gary,https://pbs.twimg.com/media/ddxpfwbwaaebvvr.jpg,1.0,51522,11099,saluki,nonenonenonenone
881536004380872706,,,2017-07-02 15:32:16,web,"here is a pupper approaching maximum borkdrive. zooming at never before seen speeds. 14/10 paw-inspiring af 
(ig: puffie_the_chow) ",,,,https://twitter.com/dog_rates/status/881536004380872706/video/1,14.0,10.0,,https://pbs.twimg.com/ext_tw_video_thumb/881535971568889856/pu/img/9bawiz--8fkywtkz.jpg,1.0,50199,16570,samoyed,nonenonepuppernone
880872448815771648,,,2017-06-30 19:35:32,web,ugh not again. we only rate dogs. please don't send in well-dressed  floppy-tongued street penguins. dogs only please. thank you... 12/10 ,,,,https://twitter.com/dog_rates/status/880872448815771648/photo/1,12.0,10.0,,https://pbs.twimg.com/media/ddl8zzjw0aaiscj.jpg,1.0,21734,3989,pembroke,nonenonenonenone
880465832366813184,,,2017-06-29 16:39:47,web,this is bella. she had her first beach experience this morning. complete success. 12/10 would perform a sandy boop ,,,,"https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1",12.0,10.0,bella,https://pbs.twimg.com/media/ddgk-j4xuaiev9w.jpg,1.0,29075,6546,golden_retriever,nonenonenonenone
880221127280381952,,,2017-06-29 00:27:25,web,meet jesse. he's a fetty woof. his tongue ejects without warning. a true bleptomaniac. 12/10 would snug well ,,,,"https://twitter.com/dog_rates/status/880221127280381952/photo/1,https://twitter.com/dog_rates/status/880221127280381952/photo/1",12.0,10.0,jesse,https://pbs.twimg.com/media/ddcscbxu0aifdzs.jpg,1.0,27640,4436,chihuahua,nonenonenonenone
880095782870896641,,,2017-06-28 16:09:20,web,please don't send in photos without dogs in them. we're not @porch_rates. insubordinate and churlish. pretty good porch tho 11/10 ,,,,https://twitter.com/dog_rates/status/880095782870896641/photo/1,11.0,10.0,,https://pbs.twimg.com/media/dda6ckbxgaam1vv.jpg,1.0,28150,4533,miniature_pinscher,nonenonenonenone
879862464715927552,,,2017-06-28 00:42:13,web,this is romeo. he would like to do an entrance. requesting your immediate assistance. 13/10 ,,,,"https://twitter.com/dog_rates/status/879862464715927552/photo/1,https://twitter.com/dog_rates/status/879862464715927552/photo/1,https://twitter.com/dog_rates/status/879862464715927552/photo/1",13.0,10.0,romeo,https://pbs.twimg.com/media/ddxmprbwaaekmvy.jpg,3.0,22667,3642,basset,nonenonenonenone
879492040517615616,,,2017-06-27 00:10:17,web,this is bailey. he thinks you should measure ear length for signs of growth instead. 12/10 ,,,,https://twitter.com/dog_rates/status/879492040517615616/photo/1,12.0,10.0,bailey,https://pbs.twimg.com/media/ddsvwmvxsaegmmk.jpg,1.0,23822,3323,german_short-haired_pointer,nonenonenonenone
879415818425184262,,,2017-06-26 19:07:24,web,this is duddles. he did an attempt. 13/10 someone help him (vid by georgia felici) ,,,,https://twitter.com/dog_rates/status/879415818425184262/video/1,13.0,10.0,duddles,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cx7xi1tnusseget5.jpg,1.0,107956,45849,english_springer,nonenonenonenone
879008229531029506,,,2017-06-25 16:07:47,web,this is beau. that is beau's balloon. he takes it everywhere. 13/10 would protect at all costs ,,,,https://twitter.com/dog_rates/status/879008229531029506/photo/1,13.0,10.0,beau,https://pbs.twimg.com/media/ddldurqxyamovzy.jpg,1.0,19317,2812,vizsla,nonenonenonenone
878776093423087618,,,2017-06-25 00:45:22,web,this is snoopy. he's a proud #pridemonthpuppo. impeccable handwriting for not having thumbs. 13/10 would love back #pridemonth ,,,,"https://twitter.com/dog_rates/status/878776093423087618/photo/1,https://twitter.com/dog_rates/status/878776093423087618/photo/1",13.0,10.0,snoopy,https://pbs.twimg.com/media/ddikmxzw0aeibje.jpg,2.0,19763,4319,italian_greyhound,nonenonenonepuppo
878281511006478336,,,2017-06-23 16:00:04,web,"meet shadow. in an attempt to reach maximum zooming borkdrive, he tore his acl. still 13/10 tho. help him out below

",,,,"https://www.gofundme.com/3yd6y1c,https://twitter.com/dog_rates/status/878281511006478336/photo/1",13.0,10.0,shadow,https://pbs.twimg.com/media/ddbix9qvyaaohga.jpg,1.0,7913,1349,basset,nonenonenonenone
878057613040115712,,,2017-06-23 01:10:23,web,this is emmy. she was adopted today. massive round of pupplause for emmy and her new family. 14/10 for all involved ,,,,"https://twitter.com/dog_rates/status/878057613040115712/photo/1,https://twitter.com/dog_rates/status/878057613040115712/photo/1",14.0,10.0,emmy,https://pbs.twimg.com/media/dc98vabuiaa97pz.jpg,1.0,42876,7181,french_bulldog,nonenonenonenone
877736472329191424,,,2017-06-22 03:54:17,web,this is aja. she was just told she's a good dog. suspicions confirmed. 13/10 would tell again ,,,,"https://twitter.com/dog_rates/status/877736472329191424/photo/1,https://twitter.com/dog_rates/status/877736472329191424/photo/1",13.0,10.0,aja,https://pbs.twimg.com/media/dc5yqoqw0aarolh.jpg,2.0,71144,17300,chesapeake_bay_retriever,nonenonenonenone
877556246731214848,,,2017-06-21 15:58:08,web,this is penny. she's both pupset and fired pup. not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options ,,,,https://twitter.com/dog_rates/status/877556246731214848/photo/1,12.0,10.0,penny,https://pbs.twimg.com/media/dc20wecw0aaf59m.jpg,1.0,23258,3994,basset,nonenonenonenone
877316821321428993,,,2017-06-21 00:06:44,web,"meet dante. at first he wasn't a fan of his new raincoat, then he saw his reflection. h*ckin handsome. 13/10 for water resistant good boy ",,,,"https://twitter.com/dog_rates/status/877316821321428993/photo/1,https://twitter.com/dog_rates/status/877316821321428993/photo/1",13.0,10.0,dante,https://pbs.twimg.com/media/dcza_vtxkaqxgpc.jpg,1.0,27907,5414,saluki,nonenonenonenone
877201837425926144,,,2017-06-20 16:29:50,web,this is nelly. he graduated with his dogtorate today. wants to know if you're proud of him. 12/10 would give congratulatory boop ,,,,"https://twitter.com/dog_rates/status/877201837425926144/photo/1,https://twitter.com/dog_rates/status/877201837425926144/photo/1",12.0,10.0,nelly,https://pbs.twimg.com/media/dcxyahjwsaaddsc.jpg,1.0,27755,5880,pembroke,nonenonenonenone
876838120628539392,,,2017-06-19 16:24:33,web,this is ginger. she's having a ruff monday. too many pupper things going on. h*ckin exhausting. 12/10 would snug passionately ,,,,"https://twitter.com/dog_rates/status/876838120628539392/photo/1,https://twitter.com/dog_rates/status/876838120628539392/photo/1",12.0,10.0,ginger,https://pbs.twimg.com/media/dcsnnzsvwaefkyi.jpg,1.0,21125,3506,bloodhound,nonenonepuppernone
876484053909872640,,,2017-06-18 16:57:37,web,this is benedict. he wants to thank you for this delightful urban walk. hopes you know he loves you. 13/10 super duper good boy ,,,,https://twitter.com/dog_rates/status/876484053909872640/photo/1,13.0,10.0,benedict,https://pbs.twimg.com/media/dcnll_duqaakbdg.jpg,1.0,19163,2511,golden_retriever,nonenonenonenone
876120275196170240,,,2017-06-17 16:52:05,web,"meet venti, a seemingly caffeinated puppoccino. she was just informed the weekend would include walks, pats and scritches. 13/10 much excite ",,,,https://twitter.com/dog_rates/status/876120275196170240/photo/1,13.0,10.0,venti,https://pbs.twimg.com/media/dciavj_uwaacxep.jpg,1.0,28490,4903,bernese_mountain_dog,nonenonenonenone
875747767867523072,,,2017-06-16 16:11:53,web,"this is goose. he's a womanizer. cheeky as h*ck, but also deep. tongue slip game on another level. 13/10 will steal your girl ",,,,https://twitter.com/dog_rates/status/875747767867523072/photo/1,13.0,10.0,goose,https://pbs.twimg.com/media/dcdh8ypuqaaiebl.jpg,1.0,25773,4497,labrador_retriever,nonenonenonenone
875144289856114688,,,2017-06-15 00:13:52,web,meet nugget and hank. nugget took hank's bone. hank is wondering if you would please return it to him. both 13/10 would not intervene ,,,,https://twitter.com/dog_rates/status/875144289856114688/video/1,13.0,10.0,nugget,https://pbs.twimg.com/ext_tw_video_thumb/875144175078957056/pu/img/bri_l7vudpb93knf.jpg,1.0,22185,5081,siberian_husky,nonenonenonenone
875021211251597312,,,2017-06-14 16:04:48,web,guys please stop sending pictures without any dogs in th- oh never mind hello excuse me sir. 12/10 stealthy as h*ck ,,,,"https://twitter.com/dog_rates/status/875021211251597312/photo/1,https://twitter.com/dog_rates/status/875021211251597312/photo/1",12.0,10.0,,https://pbs.twimg.com/media/dcszf3nvoaapzt4.jpg,2.0,26022,4922,west_highland_white_terrier,nonenonenonenone
874680097055178752,,,2017-06-13 17:29:20,web,meet cash. he hath acquired a stick. a very good stick tbh. 12/10 would pat head approvingly ,,,,https://twitter.com/dog_rates/status/874680097055178752/photo/1,12.0,10.0,cash,https://pbs.twimg.com/media/dcn85nguwaazg_q.jpg,1.0,28439,4875,labrador_retriever,nonenonenonenone
874296783580663808,,,2017-06-12 16:06:11,web,this is jed. he may be the fanciest pupper in the game right now. knows it too. 13/10 would sign modeling contract ,,,,https://twitter.com/dog_rates/status/874296783580663808/photo/1,13.0,10.0,jed,https://pbs.twimg.com/media/dcigsr0xgaaneoy.jpg,1.0,26651,4308,cocker_spaniel,nonenonepuppernone
874057562936811520,,,2017-06-12 00:15:36,web,"i can't believe this keeps happening. this, is a birb taking a bath. we only rate dogs. please only send dogs. thank you... 12/10 ",,,,https://twitter.com/dog_rates/status/874057562936811520/photo/1,12.0,10.0,,https://pbs.twimg.com/media/dcfgtdoxkaesqiw.jpg,1.0,23134,4125,flat-coated_retriever,nonenonenonenone
874012996292530176,,,2017-06-11 21:18:31,web,"this is sebastian. he can't see all the colors of the rainbow, but he can see that this flag makes his human happy. 13/10 #pridemonth puppo ",,,,"https://twitter.com/dog_rates/status/874012996292530176/photo/1,https://twitter.com/dog_rates/status/874012996292530176/photo/1",13.0,10.0,sebastian,https://pbs.twimg.com/media/dceelxjxsaavnsm.jpg,2.0,35501,11007,cardigan,nonenonenonepuppo
873580283840344065,,,2017-06-10 16:39:04,web,"we usually don't rate deck-bound saskatoon black bears, but this one is h*ckin flawless. sneaky tongue slip too. 13/10 would hug firmly ",,,,https://twitter.com/dog_rates/status/873580283840344065/photo/1,13.0,10.0,,https://pbs.twimg.com/media/db-uotkxkaehxvi.jpg,1.0,24837,4143,newfoundland,nonenonenonenone
873213775632977920,,,2017-06-09 16:22:42,web,"this is sierra. she's one precious pupper. absolute 12/10. been in and out of icu her whole life. help sierra below

",,,,"https://www.gofundme.com/help-my-baby-sierra-get-better,https://twitter.com/dog_rates/status/873213775632977920/photo/1,https://twitter.com/dog_rates/status/873213775632977920/photo/1",12.0,10.0,sierra,https://pbs.twimg.com/media/db5htbgxuae0tik.jpg,1.0,7467,1667,vizsla,nonenonepuppernone
872967104147763200,,,2017-06-09 00:02:31,web,here's a very large dog. he has a date later. politely asked this water person to check if his breath is bad. 12/10 good to go doggo ,,,,"https://twitter.com/dog_rates/status/872967104147763200/photo/1,https://twitter.com/dog_rates/status/872967104147763200/photo/1",12.0,10.0,,https://pbs.twimg.com/media/db1m871xuaaw5vz.jpg,2.0,28031,5669,labrador_retriever,doggononenonenone
